ABV (%),Beer ID,Beer Name,Beer Style,Brewery ID,Ounces,Brewery Name,City,State
5.0,1798,Thanksgiving Ale,Kölsch,309,12.0,Sockeye Brewing Company,Boise, ID
9.2,1655,Double Dagger Imperial IPA,American Double / Imperial IPA,309,12.0,Sockeye Brewing Company,Boise, ID
6.3,1596,Dagger Falls IPA,American IPA,309,12.0,Sockeye Brewing Company,Boise, ID
6.3,1595,Dagger Falls IPA,American IPA,309,12.0,Sockeye Brewing Company,Boise, ID
6.0,1482,Socktoberfest,Märzen / Oktoberfest,309,16.0,Sockeye Brewing Company,Boise, ID
7.9,1447,Hopnoxious Imperial IPA,American Double / Imperial IPA,309,12.0,Sockeye Brewing Company,Boise, ID
9.9,1425,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,309,12.0,Sockeye Brewing Company,Boise, ID
5.5,1424,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,309,16.0,Sockeye Brewing Company,Boise, ID
5.0,1298,Sockeye Belgian Style Summer Ale,Witbier,309,16.0,Sockeye Brewing Company,Boise, ID
6.4,1181,Sockeye Maibock,Maibock / Helles Bock,309,12.0,Sockeye Brewing Company,Boise, ID
9.9,1160,Old Devil's Tooth,American Barleywine,309,12.0,Sockeye Brewing Company,Boise, ID
4.3,1152,Galena Golden,American Blonde Ale,309,12.0,Sockeye Brewing Company,Boise, ID
5.2,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12.0,Sockeye Brewing Company,Boise, ID
4.6,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12.0,Sockeye Brewing Company,Boise, ID
5.7,1076,Power House Porter,American Porter,309,12.0,Sockeye Brewing Company,Boise, ID
8.4,995,Winterfest,American Strong Ale,309,16.0,Sockeye Brewing Company,Boise, ID
6.3,879,Dagger Falls IPA,American IPA,309,12.0,Sockeye Brewing Company,Boise, ID
7.000000000000001,1972,LuckenBock,Bock,257,16.0,South Austin Brewery,South Austin, TX
5.5,1971,Texas Pale Ale (TPA),American IPA,257,16.0,South Austin Brewery,South Austin, TX
8.0,1970,6 String Saison,Saison / Farmhouse Ale,257,16.0,South Austin Brewery,South Austin, TX
5.0,1969,Kol' Beer,Kölsch,257,16.0,South Austin Brewery,South Austin, TX
3.5000000000000004,2024,Montauk Light,Light Lager,249,12.0,Southampton Publick House,Southampton, NY
4.8,1283,Na Zdraví Pilsner,Czech Pilsener,436,16.0,Southern Oregon Brewing Company,Medford, OR
5.5,1282,Nice Rack IPA,American IPA,436,16.0,Southern Oregon Brewing Company,Medford, OR
7.5,2362,2014 IPA Cicada Series,American IPA,133,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
7.7,2346,Sinister Minister Black IPA,American IPA,133,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
5.3,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
5.79999999999999,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
5.0,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
8.0,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
5.79999999999999,1120,Hipster Breakfast,Oatmeal Stout,133,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
5.0,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
5.79999999999999,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
6.5,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12.0,Southern Star Brewing Company,Conroe, TX
5.5,2267,Walloon,Saison / Farmhouse Ale,118,12.0,Southern Star Brewing Company,Conroe, TX
6.9,1740,Le Mort Vivant,Bière de Garde,118,12.0,Southern Star Brewing Company,Conroe, TX
8.5,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12.0,Southern Star Brewing Company,Conroe, TX
9.2,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12.0,Southern Star Brewing Company,Conroe, TX
8.5,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12.0,Southern Star Brewing Company,Conroe, TX
7.199999999999999,1010,Old Potentate,Old Ale,118,12.0,Southern Star Brewing Company,Conroe, TX
5.0,856,Bombshell Blonde,American Blonde Ale,118,16.0,Southern Star Brewing Company,Conroe, TX
9.9,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12.0,Southern Star Brewing Company,Conroe, TX
5.5,691,Walloon (2014),Saison / Farmhouse Ale,118,12.0,Southern Star Brewing Company,Conroe, TX
6.9,555,Le Mort Vivant (2011),Bière de Garde,118,12.0,Southern Star Brewing Company,Conroe, TX
8.3,46,Buried Hatchet Stout,Foreign / Export Stout,118,12.0,Southern Star Brewing Company,Conroe, TX
6.5,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16.0,Southern Star Brewing Company,Conroe, TX
5.0,44,Bombshell Blonde,American Blonde Ale,118,12.0,Southern Star Brewing Company,Conroe, TX
4.7,2486,Baby Daddy Session IPA,American IPA,78,12.0,Speakasy Ales & Lagers,San Francisco, CA
5.79999999999999,2271,Ball & Chain (2014),American Pale Ale (APA),175,16.0,Spiteful Brewing Company,Chicago, IL
9.6,2206,Bitter Biker Double IPA,American Double / Imperial IPA,175,16.0,Spiteful Brewing Company,Chicago, IL
8.19999999999999,2136,God Damn Pigeon Porter,American Porter,175,16.0,Spiteful Brewing Company,Chicago, IL
7.9,2135,Working for the Weekend,American Double / Imperial IPA,175,16.0,Spiteful Brewing Company,Chicago, IL
6.0,2134,Angry Adam,American Amber / Red Ale,175,16.0,Spiteful Brewing Company,Chicago, IL
5.5,2109,Freedom Fries,American Stout,175,16.0,Spiteful Brewing Company,Chicago, IL
9.6,1821,Bitter Biker Double IPA,American Double / Imperial IPA,175,12.0,Spiteful Brewing Company,Chicago, IL
7.3,1820,Ghost Bike Pale Ale,American Pale Ale (APA),175,16.0,Spiteful Brewing Company,Chicago, IL
6.2,1819,Spiteful IPA,American IPA,175,12.0,Spiteful Brewing Company,Chicago, IL
6.0,1634,Alley Time,American Pale Ale (APA),175,12.0,Spiteful Brewing Company,Chicago, IL
5.79999999999999,1633,Fat Badger,Irish Red Ale,175,12.0,Spiteful Brewing Company,Chicago, IL
5.5,1632,In the Weeds,American Pale Wheat Ale,175,12.0,Spiteful Brewing Company,Chicago, IL
5.0,855,Special Amber,Vienna Lager,498,12.0,Sprecher Brewing Company,Glendale, WI
5.0,445,Special Amber,Vienna Lager,498,12.0,Sprecher Brewing Company,Glendale, WI
5.59999999999999,1587,Seven Gates Pale Ale,American Pale Ale (APA),372,12.0,Spring House Brewing Company,Conestoga, PA
5.2,2242,Gunga Din,Cider,186,16.0,St. Julian Winery,Paw Paw, MI
4.2,1544,Starr Pils,German Pilsener,383,12.0,Starr Hill Brewery,Crozet, VA
6.5,1205,Northern Lights India Pale Ale,American IPA,383,16.0,Starr Hill Brewery,Crozet, VA
4.8,369,Festie,Märzen / Oktoberfest,383,12.0,Starr Hill Brewery,Crozet, VA
6.5,368,Northern Lights India Pale Ale,American IPA,383,12.0,Starr Hill Brewery,Crozet, VA
6.5,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12.0,Steamworks Brewing Company,Durango, CO
4.9,92,Colorado Kölsch,Kölsch,119,12.0,Steamworks Brewing Company,Durango, CO
5.7,91,Steam Engine Lager,American Amber / Red Lager,119,12.0,Steamworks Brewing Company,Durango, CO
6.5,90,Third Eye Pale Ale,American IPA,119,12.0,Steamworks Brewing Company,Durango, CO
4.7,2366,Point Special (Current),American Adjunct Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,2365,Point Special,American Adjunct Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.4,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,2228,Point Special,American Adjunct Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.2,2151,Onyx Black Ale,American Black Ale,131,12.0,Stevens Point Brewery,Stevens Point, WI
6.3,2150,Beyond The Pale IPA,American IPA,131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,2122,Point Special (2013),American Adjunct Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,2121,Point Special (2012),American Adjunct Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,2115,Point Special Lager,American Adjunct Lager,131,16.0,Stevens Point Brewery,Stevens Point, WI
6.2,1450,St. Benedict's Winter Ale,Winter Warmer,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.7,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16.0,Stevens Point Brewery,Stevens Point, WI
5.2,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16.0,Stevens Point Brewery,Stevens Point, WI
5.0,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.0,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12.0,Stevens Point Brewery,Stevens Point, WI
3.5000000000000004,684,Drop Dead Blonde,American Blonde Ale,131,12.0,Stevens Point Brewery,Stevens Point, WI
4.9,650,Three Kings Ale,Kölsch,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.7,456,Point Oktoberfest,Märzen / Oktoberfest,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.4,357,2012 Black Ale,American Brown Ale,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.0,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.4,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,139,Point Amber Classic,American Amber / Red Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
4.7,138,Point Special Lager,American Adjunct Lager,131,12.0,Stevens Point Brewery,Stevens Point, WI
5.1,953,Wisco Disco,American Amber / Red Ale,486,16.0,Stillmank Beer Company,Green Bay, WI
5.0,1983,Brontide,American Black Ale,255,12.0,Stillwater Artisanal Ales,Baltimore, MD
5.0,1631,Brontide,American Black Ale,255,12.0,Stillwater Artisanal Ales,Baltimore, MD
4.5,1344,Classique,Saison / Farmhouse Ale,255,12.0,Stillwater Artisanal Ales,Baltimore, MD
4.5,922,Sunsplash Golden Ale (2004),American Blonde Ale,492,12.0,Stone Coast Brewing Company,Portland, ME
5.1,1410,Sand Island Lighthouse,Kölsch,412,12.0,Straight to Ale,Huntsville, AL
5.0,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12.0,Straight to Ale,Huntsville, AL
7.199999999999999,637,Monkeynaut IPA,American IPA,412,12.0,Straight to Ale,Huntsville, AL
5.0,2369,Straub Beer (Current),American Adjunct Lager,129,12.0,Straub Brewery,St Mary's, PA
4.09999999999999,2233,American Lager,American Adjunct Lager,129,12.0,Straub Brewery,St Mary's, PA
4.09999999999999,2232,American Amber,American Amber / Red Lager,129,12.0,Straub Brewery,St Mary's, PA
3.2,2231,American Light,Light Lager,129,12.0,Straub Brewery,St Mary's, PA
5.3,2352,Extra Pale Ale,American Pale Ale (APA),138,12.0,Summit Brewing Company,St Paul, MN
5.3,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12.0,Summit Brewing Company,St. Paul, MN
4.7,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16.0,Summit Brewing Company,St. Paul, MN
8.3,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16.0,Summit Brewing Company,St. Paul, MN
5.2,2605,Tip Off,Altbier,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.4,2215,Java Mac,Scottish Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.4,2164,Cowbell,American Porter,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.79999999999999,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
8.3,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.9,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.0,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.3,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16.0,Sun King Brewing Company,Indianapolis, IN
6.4,2001,Fistful Of Hops Red,American IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
6.3,2000,Fistful of Hops Orange,American IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
6.4,1999,Fistful Of Hops Blue,American IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
6.4,1996,Fistful of Hops Green,American IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16.0,Sun King Brewing Company,Indianapolis, IN
6.5,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16.0,Sun King Brewing Company,Indianapolis, IN
7.5,1420,Grapefruit Jungle (GFJ),American IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.59999999999999,1389,Osiris Pale Ale,American Pale Ale (APA),25,16.0,Sun King Brewing Company,Indianapolis, IN
9.9,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16.0,Sun King Brewing Company,Indianapolis, IN
6.3,1366,Stupid Sexy Flanders,Flanders Oud Bruin,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.4,1314,Popcorn Pilsner,German Pilsener,25,16.0,Sun King Brewing Company,Indianapolis, IN
7.1,1128,Ring of Dingle,Irish Dry Stout,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.4,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.9,1049,Bourbon Barrel Johan,English Barleywine,25,16.0,Sun King Brewing Company,Indianapolis, IN
7.000000000000001,934,The Deuce,American Brown Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.0,923,The Velvet Fog,Quadrupel (Quad),25,16.0,Sun King Brewing Company,Indianapolis, IN
5.5,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.2,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.2,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16.0,Sun King Brewing Company,Indianapolis, IN
8.0,660,Chaka,Belgian Strong Pale Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.1,651,Isis,American Double / Imperial IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16.0,Sun King Brewing Company,Indianapolis, IN
7.5,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.5,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16.0,Sun King Brewing Company,Indianapolis, IN
9.9,394,Johan the Barleywine,English Barleywine,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.4,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.3,55,Sunlight Cream Ale,Cream Ale,25,16.0,Sun King Brewing Company,Indianapolis, IN
5.59999999999999,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16.0,Sun King Brewing Company,Indianapolis, IN
4.5,1207,Dam Lager,American Amber / Red Lager,455,12.0,Sunken City Brewing Company,Hardy, VA
7.000000000000001,1206,Red Clay IPA,American IPA,455,12.0,Sunken City Brewing Company,Hardy, VA
7.199999999999999,2543,Todd the Axe Man,American IPA,61,16.0,Surly Brewing Company,Brooklyn Center, MN
5.7,2409,Doomtree,Extra Special / Strong Bitter (ESB),61,16.0,Surly Brewing Company,Brooklyn Center, MN
9.9,1739,BLAKKR,American Black Ale,61,16.0,Surly Brewing Company,Brooklyn Center, MN
7.3,1112,Overrated! West Coast Style IPA,American IPA,61,16.0,Surly Brewing Company,Brooklyn Center, MN
7.5,329,WET,American IPA,61,16.0,Surly Brewing Company,Brooklyn Center, MN
4.0,19,Bitter Brewer,English Bitter,61,16.0,Surly Brewing Company,Brooklyn Center, MN
5.5,18,SurlyFest,Rye Beer,61,16.0,Surly Brewing Company,Brooklyn Center, MN
5.1,17,Coffee Bender,American Brown Ale,61,16.0,Surly Brewing Company,Brooklyn Center, MN
5.1,16,Bender,American Brown Ale,61,16.0,Surly Brewing Company,Brooklyn Center, MN
9.69999999999999,15,Abrasive Ale,American Double / Imperial IPA,61,16.0,Surly Brewing Company,Brooklyn Center, MN
5.1,14,Hell,Keller Bier / Zwickel Bier,61,16.0,Surly Brewing Company,Brooklyn Center, MN
6.7,13,CynicAle,Saison / Farmhouse Ale,61,16.0,Surly Brewing Company,Brooklyn Center, MN
6.2,12,Furious,American IPA,61,16.0,Surly Brewing Company,Brooklyn Center, MN
7.3,1242,Big Nose,American IPA,447,12.0,Swamp Head Brewery,Gainesville, FL
5.0,1241,Cotton Mouth,Witbier,447,12.0,Swamp Head Brewery,Gainesville, FL
5.59999999999999,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12.0,Swamp Head Brewery,Gainesville, FL
5.0,1239,Midnight Oil,Oatmeal Stout,447,12.0,Swamp Head Brewery,Gainesville, FL
5.8999999999999995,1238,Wild Night,Cream Ale,447,12.0,Swamp Head Brewery,Gainesville, FL
4.5,1554,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,381,12.0,Swashbuckler Brewing Company,Manheim, PA
5.5,2568,Take Two Pils,German Pilsener,49,12.0,SweetWater Brewing Company,Atlanta, GA
5.7,2551,Waterkeeper,Hefeweizen,49,12.0,SweetWater Brewing Company,Atlanta, GA
6.4,1710,SweetWater IPA,American IPA,49,12.0,SweetWater Brewing Company,Atlanta, GA
5.4,1709,420 Extra Pale Ale,American Pale Ale (APA),49,12.0,SweetWater Brewing Company,Atlanta, GA
8.0,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12.0,TailGate Beer,San Diego, CA
5.0,1164,TailGate Saison,Saison / Farmhouse Ale,449,12.0,TailGate Beer,San Diego, CA
5.0,663,TailGate IPA,American IPA,449,24.0,TailGate Beer,San Diego, CA
5.0,662,TailGate IPA,American IPA,449,12.0,TailGate Beer,San Diego, CA
4.9,623,TailGate Hefeweizen,Hefeweizen,449,24.0,TailGate Beer,San Diego, CA
5.0,622,Blacktop Blonde,American Blonde Ale,449,24.0,TailGate Beer,San Diego, CA
5.0,362,Blacktop Blonde,American Blonde Ale,449,12.0,TailGate Beer,San Diego, CA
4.9,361,TailGate Hefeweizen,Hefeweizen,449,12.0,TailGate Beer,San Diego, CA
8.5,2575,Wooden Rooster,Tripel,45,16.9,Tallgrass Brewing Company,Manhattan, KS
4.8,2555,Ginger Peach Saison,Saison / Farmhouse Ale,45,16.0,Tallgrass Brewing Company,Manhattan, KS
6.2,1736,Zombie Monkie,American Porter,45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.59999999999999,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.0,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,45,16.0,Tallgrass Brewing Company,Manhattan, KS
6.800000000000001,1017,Ethos IPA,American IPA,45,16.0,Tallgrass Brewing Company,Manhattan, KS
4.3999999999999995,1009,Tallgrass Pub Ale,American Brown Ale,45,16.0,Tallgrass Brewing Company,Manhattan, KS
7.199999999999999,912,Oasis,Extra Special / Strong Bitter (ESB),45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.0,765,Buffalo Sweat,Milk / Sweet Stout,45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.0,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.2,595,8-Bit Pale Ale,American Pale Ale (APA),45,16.0,Tallgrass Brewing Company,Manhattan, KS
8.5,537,Velvet Rooster,Tripel,45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.0,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,12.0,Tallgrass Brewing Company,Manhattan, KS
5.0,105,Köld Lager (2010),German Pilsener,45,16.0,Tallgrass Brewing Company,Manhattan, KS
7.199999999999999,104,Oasis (2010),American Double / Imperial IPA,45,16.0,Tallgrass Brewing Company,Manhattan, KS
4.3999999999999995,103,Tallgrass Ale,American Brown Ale,45,16.0,Tallgrass Brewing Company,Manhattan, KS
5.0,102,Buffalo Sweat (2010),Milk / Sweet Stout,45,16.0,Tallgrass Brewing Company,Manhattan, KS
6.3,101,Tallgrass IPA,American IPA,45,16.0,Tallgrass Brewing Company,Manhattan, KS
6.800000000000001,1433,Hat Trick Hop IPA,American IPA,409,16.0,Tamarack Brewing Company,Lakeside, MT
5.59999999999999,1432,Yard Sale Amber Ale,American Amber / Red Ale,409,16.0,Tamarack Brewing Company,Lakeside, MT
5.5,936,Loafin Bräu,Altbier,490,16.0,Tampa Bay Brewing Company,Tampa, FL
7.000000000000001,544,Old Elephant Foot IPA,American IPA,490,16.0,Tampa Bay Brewing Company,Tampa, FL
6.5,2640,Peck's Porter,American Porter,7,16.0,Tapistry Brewing,Bridgman, MI
7.000000000000001,2448,Reactor,American IPA,7,16.0,Tapistry Brewing,Bridgman, MI
5.7,2447,Mr. Orange,Witbier,7,16.0,Tapistry Brewing,Bridgman, MI
8.0,2601,Deduction,Dubbel,28,12.0,Taxman Brewing Company,Bargersville, IN
5.7,973,Face Down Brown Ale,American Brown Ale,480,12.0,Telluride Brewing Company,Telluride, CO
6.4,827,Tempter IPA,American IPA,480,12.0,Telluride Brewing Company,Telluride, CO
5.5,589,Bridal Veil Rye Pale Ale,American Pale Ale (APA),480,12.0,Telluride Brewing Company,Telluride, CO
4.8,2155,Smittytown,Extra Special / Strong Bitter (ESB),210,12.0,Temperance Beer Company,Evanston, IL
4.0,1982,Greenwood Beach,Fruit / Vegetable Beer,210,12.0,Temperance Beer Company,Evanston, IL
6.6000000000000005,1939,Gatecrasher,English India Pale Ale (IPA),210,12.0,Temperance Beer Company,Evanston, IL
4.7,1082,RecreationAle,American Pale Ale (APA),469,12.0,Terrapin Brewing Company,Athens, GA
5.5,2119,First Stand,Saison / Farmhouse Ale,215,12.0,Texian Brewing Co.,Richmond, TX
6.3,2118,Battle LIne,American Brown Ale,215,12.0,Texian Brewing Co.,Richmond, TX
5.59999999999999,2117,Broken Bridge,Dunkelweizen,215,12.0,Texian Brewing Co.,Richmond, TX
7.1,2116,Brutus,English India Pale Ale (IPA),215,12.0,Texian Brewing Co.,Richmond, TX
6.0,1916,Petit Mutant,American Wild Ale,272,16.0,The Alchemist,Waterbury, VT
9.6,1915,The Crusher,American Double / Imperial IPA,272,16.0,The Alchemist,Waterbury, VT
8.0,1914,Beelzebub,American Double / Imperial Stout,272,16.0,The Alchemist,Waterbury, VT
7.000000000000001,1810,Focal Banger,American IPA,272,16.0,The Alchemist,Waterbury, VT
8.0,1111,Heady Topper,American Double / Imperial IPA,272,16.0,The Alchemist,Waterbury, VT
8.0,379,Heady Topper,American Double / Imperial IPA,272,16.0,The Alchemist,Waterbury, VT
4.6,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,457,12.0,The Black Tooth Brewing Company,Sheridan, WY
7.000000000000001,1199,Indian Paintbrush IPA,American IPA,457,12.0,The Black Tooth Brewing Company,Sheridan, WY
4.8,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,457,12.0,The Black Tooth Brewing Company,Sheridan, WY
5.8999999999999995,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,457,12.0,The Black Tooth Brewing Company,Sheridan, WY
5.0,1945,Birdhouse Pale Ale,Belgian Pale Ale,262,12.0,The Brewer's Art,Baltimore, MD
7.3,1079,Ozzy,Belgian Pale Ale,262,12.0,The Brewer's Art,Baltimore, MD
7.000000000000001,94,Resurrection,Dubbel,262,12.0,The Brewer's Art,Baltimore, MD
5.2,1748,Bronx Summer Pale Ale,American Pale Ale (APA),329,16.0,The Bronx Brewery,Bronx, NY
5.7,1747,Bronx Black Pale Ale,American Black Ale,329,16.0,The Bronx Brewery,Bronx, NY
6.3,1037,Bronx Pale Ale,American Pale Ale (APA),329,16.0,The Bronx Brewery,Bronx, NY
5.2,2594,Surfrider,American Pale Ale (APA),33,16.0,The Dudes' Brewing Company,Torrance, CA
5.5,2035,Kolschtal Eddy,Kölsch,33,16.0,The Dudes' Brewing Company,Torrance, CA
5.0,2034,South Bay Session IPA,American IPA,33,16.0,The Dudes' Brewing Company,Torrance, CA
6.9,1562,Grandma's Pecan,English Brown Ale,33,16.0,The Dudes' Brewing Company,Torrance, CA
9.9,1561,Double Trunk,American Double / Imperial IPA,33,16.0,The Dudes' Brewing Company,Torrance, CA
4.6,1749,Just IPA,American IPA,328,12.0,The Just Beer Project,Burlington, VT
4.5,2455,Lionshead,American Pilsner,90,12.0,The Lion Brewery,Wilkes-Barre, PA
5.2,2638,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),9,16.0,The Mitten Brewing Company,Grand Rapids, MI
5.79999999999999,1278,Northern Hawk Owl Amber,American Amber / Red Ale,438,12.0,The Right Brain Brewery,Traverse City, MI
5.8999999999999995,1277,CEO Stout,American Stout,438,16.0,The Right Brain Brewery,Traverse City, MI
4.7,1276,Will Power Pale Ale,American Pale Ale (APA),438,16.0,The Right Brain Brewery,Traverse City, MI
4.3999999999999995,1732,Curious Traveler Shandy,Shandy,334,12.0,The Traveler Beer Company,Burlington, VT
4.8,2347,Hunny Do Wheat,American Pale Wheat Ale,142,12.0,Third Street Brewhouse,Cold Spring, MN
5.2,1781,Three Way Pale Ale,American Pale Ale (APA),142,12.0,Third Street Brewhouse,Cold Spring, MN
4.09999999999999,1780,Rise to the Top,Cream Ale,142,12.0,Third Street Brewhouse,Cold Spring, MN
4.9,1779,Lost Trout Brown Ale,American Brown Ale,142,12.0,Third Street Brewhouse,Cold Spring, MN
5.1,2421,Watermelon Ale,Fruit / Vegetable Beer,108,12.0,Thomas Hooker Brewing Company,Bloomfield, CT
4.0,2319,Knotty Blonde Ale,American Blonde Ale,153,12.0,Three Creeks Brewing,Sisters, OR
6.2,2317,Fivepine Chocolate Porter,American Porter,153,12.0,Three Creeks Brewing,Sisters, OR
6.2,2316,Hoodoo Voodoo IPA,American IPA,153,12.0,Three Creeks Brewing,Sisters, OR
5.3,1913,Hydraulion Red,Irish Red Ale,273,12.0,Three Notch'd Brewing Company,Charlottesville, VA
6.0,1912,40 Mile IPA,American IPA,273,12.0,Three Notch'd Brewing Company,Charlottesville, VA
5.5,2617,Citra Faced,American Pale Wheat Ale,21,16.0,Three Pints Brewing,Martinsville, IN
5.5,2616,Pole Barn Stout,Oatmeal Stout,21,16.0,Three Pints Brewing,Martinsville, IN
5.4,2615,Pale,American Pale Ale (APA),21,16.0,Three Pints Brewing,Martinsville, IN
5.3,2614,Yoshi's Nectar,California Common / Steam Beer,21,16.0,Three Pints Brewing,Martinsville, IN
5.2,1889,Leatherhead Red,American Amber / Red Ale,282,12.0,Thunderhead Brewing Company,Kearney, NE
6.5,1222,Cropduster Mid-American IPA,American IPA,282,12.0,Thunderhead Brewing Company,Kearney, NE
